municipality,country,iso3c,year,measurement_name,measurement_value,measurement_unit,original_variable_name
Konjic,Bosnia and Herzegovina,BIH,2024,amount_of_waste_collected_informally_treated_recycling_composting_paper_and_cardboard_tonnes_per_day,0.0,t/d,q_7_2
Konjic,Bosnia and Herzegovina,BIH,2024,amount_of_waste_collected_informally_treated_recycling_composting_plastic_tonnes_per_day,0.0,t/d,q_7_3
Konjic,Bosnia and Herzegovina,BIH,2024,amount_of_waste_collected_informally_treated_recycling_composting_glass_tonnes_per_day,0.0,t/d,q_7_4
Konjic,Bosnia and Herzegovina,BIH,2024,amount_of_waste_collected_informally_treated_recycling_composting_metal_tonnes_per_day,0.0,t/d,q_7_5
Konjic,Bosnia and Herzegovina,BIH,2024,amount_of_waste_collected_informally_treated_recycling_composting_other_waste_tonnes_per_day,0.0,t/d,q_7_6
Konjic,Bosnia and Herzegovina,BIH,2024,reliability_score_reliability_score,1.0,Score 0-1,q_7_reliability
Konjic,Bosnia and Herzegovina,BIH,2024,pct_of_waste_collected_by_the_formal_service_chain_incl_treatment_percent,1.0,%,q_8_1
Konjic,Bosnia and Herzegovina,BIH,2024,pct_of_waste_collected_by_the_informal_service_chain_percent,2.0,%,q_8_2
Konjic,Bosnia and Herzegovina,BIH,2024,source_methodology_source_methodology,"

",Text,q_8_meta
Konjic,Bosnia and Herzegovina,BIH,2024,reliability_score_reliability_score,1.0,Score 0-1,q_8_reliability
Konjic,Bosnia and Herzegovina,BIH,2024,waste_treatment_and_disposal_formally_managed_pct_recycled_composted,99,% of formally collected,q_9_1
Konjic,Bosnia and Herzegovina,BIH,2024,source_methodology_source_methodology,"


",Text,q_9_meta
Konjic,Bosnia and Herzegovina,BIH,2024,reliability_score_pct_recycled_composted_reliability_score,0.66,Score 0-1,q_9_1_reliability
Konjic,Bosnia and Herzegovina,BIH,2024,waste_treatment_and_disposal_formally_managed_pct_thermal_treatment,0,% of formally collected,q_9_2
Konjic,Bosnia and Herzegovina,BIH,2024,reliability_score_pct_thermal_treatment_reliability_score,0.66,Score 0-1,q_9_2_reliability
Konjic,Bosnia and Herzegovina,BIH,2024,waste_treatment_and_disposal_formally_managed_pct_landfill,99,% of formally collected,q_9_3
Konjic,Bosnia and Herzegovina,BIH,2024,reliability_score_pct_landfill_reliability_score,0.66,Score 0-1,q_9_3_reliability
Konjic,Bosnia and Herzegovina,BIH,2024,waste_management_system_and_collection_service_user_interface_and_orientation_score_1_7,4.0,Score 1-7,q_10_1
Konjic,Bosnia and Herzegovina,BIH,2024,waste_management_system_and_collection_service_service_providers_score_1_7,4.0,Score 1-7,q_10_2
Konjic,Bosnia and Herzegovina,BIH,2024,waste_management_system_and_collection_service_hardware_and_equipment_score_1_7,4.0,Score 1-7,q_10_3
Konjic,Bosnia and Herzegovina,BIH,2024,waste_management_system_and_collection_service_management_and_operation_score_1_7,4.0,Score 1-7,q_10_4
Konjic,Bosnia and Herzegovina,BIH,2024,reliability_score_reliability_score,1.0,Score 0-1,q_10_reliability
Konjic,Bosnia and Herzegovina,BIH,2024,financial_aspects_cost_coverage_score_1_7,4.0,Score 1-7,q_11_1
Konjic,Bosnia and Herzegovina,BIH,2024,financial_aspects_budget_security_score_1_7,3.0,Score 1-7,q_11_2
Konjic,Bosnia and Herzegovina,BIH,2024,reliability_score_reliability_score,1.0,Score 0-1,q_11_reliability
Konjic,Bosnia and Herzegovina,BIH,2024,aspects_of_citizen_involvement_user_satisfaction_score_1_7,1.0,Score 1-7,q_12_1
Konjic,Bosnia and Herzegovina,BIH,2024,aspects_of_citizen_involvement_public_awareness_score_1_7,7.0,Score 1-7,q_12_2
Konjic,Bosnia and Herzegovina,BIH,2024,reliability_score_reliability_score,1.0,Score 0-1,q_12_reliability
Konjic,Bosnia and Herzegovina,BIH,2024,aspects_of_inclusiveness_and_political_framework_integration_of_informal_sector_and_private_sector_s,1.0,Score 1-7,q_13_1
Konjic,Bosnia and Herzegovina,BIH,2024,aspects_of_inclusiveness_and_political_framework_policy_making_and_planning_score_1_7,4.0,Score 1-7,q_13_2
Konjic,Bosnia and Herzegovina,BIH,2024,reliability_score_reliability_score,1.0,Score 0-1,q_13_reliability
Konjic,Bosnia and Herzegovina,BIH,2024,policy_and_legal_aspects_legal_and_institutional_framework_score_1_7,4.0,Score 1-7,q_14_1
Konjic,Bosnia and Herzegovina,BIH,2024,policy_and_legal_aspects_national_targets_and_objectives_score_1_7,4.0,Score 1-7,q_14_2
Konjic,Bosnia and Herzegovina,BIH,2024,policy_and_legal_aspects_local_enforcement_score_1_7,3.0,Score 1-7,q_14_3
Konjic,Bosnia and Herzegovina,BIH,2024,reliability_score_reliability_score,1.0,Score 0-1,q_14_reliability
Konjic,Bosnia and Herzegovina,BIH,2024,solid_waste_management_and_administration_institutional_capacity_and_responsibilities_score_1_7,7.0,Score 1-7,q_15_1
Konjic,Bosnia and Herzegovina,BIH,2024,solid_waste_management_and_administration_financial_management_score_1_7,4.0,Score 1-7,q_15_2
Konjic,Bosnia and Herzegovina,BIH,2024,solid_waste_management_and_administration_human_resources_score_1_7,3.0,Score 1-7,q_15_3
Konjic,Bosnia and Herzegovina,BIH,2024,solid_waste_management_and_administration_monitoring_and_data_management_score_1_7,1.0,Score 1-7,q_15_4
Konjic,Bosnia and Herzegovina,BIH,2024,solid_waste_management_and_administration_emergency_response_planning_score_1_7,4.0,Score 1-7,q_15_5
Konjic,Bosnia and Herzegovina,BIH,2024,solid_waste_management_and_administration_stakeholder_consultation_score_1_7,1.0,Score 1-7,q_15_6
Konjic,Bosnia and Herzegovina,BIH,2024,reliability_score_reliability_score,1.0,Score 0-1,q_15_reliability
Konjic,Bosnia and Herzegovina,BIH,2024,health_and_safety_aspects_worker_health_and_safety_score_1_7,3.0,Score 1-7,q_16_1
Konjic,Bosnia and Herzegovina,BIH,2024,health_and_safety_aspects_public_health_and_safety_score_1_7,1.0,Score 1-7,q_16_2
Konjic,Bosnia and Herzegovina,BIH,2024,reliability_score_reliability_score,1.0,Score 0-1,q_16_reliability
Konjic,Bosnia and Herzegovina,BIH,2024,environmental_aspects_air_and_odour_pollution_control_score_1_7,5.0,Score 1-7,q_17_1
Konjic,Bosnia and Herzegovina,BIH,2024,environmental_aspects_water_and_soil_pollution_control_score_1_7,2.0,Score 1-7,q_17_2
Konjic,Bosnia and Herzegovina,BIH,2024,environmental_aspects_noise_pollution_control_score_1_7,7.0,Score 1-7,q_17_3
Konjic,Bosnia and Herzegovina,BIH,2024,environmental_aspects_visual_impact_control_score_1_7,3.0,Score 1-7,q_17_4
Konjic,Bosnia and Herzegovina,BIH,2024,reliability_score_reliability_score,1.0,Score 0-1,q_17_reliability
Konjic,Bosnia and Herzegovina,BIH,2024,climate_change_and_resilience_waste_prevention_and_reduction_measures_score_1_7,4.0,Score 1-7,q_18_1
Konjic,Bosnia and Herzegovina,BIH,2024,climate_change_and_resilience_ghg_emission_reduction_measures_score_1_7,5.0,Score 1-7,q_18_2
Konjic,Bosnia and Herzegovina,BIH,2024,climate_change_and_resilience_resource_recovery_measures_score_1_7,2.0,Score 1-7,q_18_3
Konjic,Bosnia and Herzegovina,BIH,2024,reliability_score_reliability_score,1.0,Score 0-1,q_18_reliability
Konjic,Bosnia and Herzegovina,BIH,2024,extreme_weather_events_heavy_rainfall_flood_resilience_score_1_7,5.0,Score 1-7,q_19_1
Konjic,Bosnia and Herzegovina,BIH,2024,extreme_weather_events_drought_resilience_score_1_7,4.0,Score 1-7,q_19_2
Konjic,Bosnia and Herzegovina,BIH,2024,extreme_weather_events_high_wind_speed_resilience_score_1_7,7.0,Score 1-7,q_19_3
Konjic,Bosnia and Herzegovina,BIH,2024,extreme_weather_events_heat_wave_resilience_score_1_7,1.0,Score 1-7,q_19_4
Konjic,Bosnia and Herzegovina,BIH,2024,reliability_score_reliability_score,1.0,Score 0-1,q_19_reliability
Konjic,Bosnia and Herzegovina,BIH,2024,chronic_climate_change_impacts_sea_level_rise_resilience_score_1_7,7.0,Score 1-7,q_20_1
Konjic,Bosnia and Herzegovina,BIH,2024,chronic_climate_change_impacts_changes_in_precipitation_patterns_score_1_7,5.0,Score 1-7,q_20_2
Konjic,Bosnia and Herzegovina,BIH,2024,chronic_climate_change_impacts_changes_in_temperature_patterns_score_1_7,7.0,Score 1-7,q_20_3
Konjic,Bosnia and Herzegovina,BIH,2024,chronic_climate_change_impacts_water_scarcity_resilience_score_1_7,4.0,Score 1-7,q_20_4
Konjic,Bosnia and Herzegovina,BIH,2024,reliability_score_reliability_score,1.0,Score 0-1,q_20_reliability
Konjic,Bosnia and Herzegovina,BIH,2024,circular_economy_waste_hierarchy_implementation_score_1_7,4.0,Score 1-7,q_21_1
Konjic,Bosnia and Herzegovina,BIH,2024,circular_economy_circular_business_models_score_1_7,7.0,Score 1-7,q_21_2
Konjic,Bosnia and Herzegovina,BIH,2024,circular_economy_product_design_and_material_choice_score_1_7,3.0,Score 1-7,q_21_3
Konjic,Bosnia and Herzegovina,BIH,2024,reliability_score_reliability_score,1.0,Score 0-1,q_21_reliability
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,total_population_served_by_the_msw_management_system,55463.0,Number,q_1
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,source_methodology_source_methodology,"Datos obtenidos de la proyección del DANE (Departamento Administrativo Nacional de Estadística) 2024 para la cabecera municipal (Puerto Colombia, Atlántico, Colombia). Población sin turismo.",Text,q_1_meta
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,comments_comments,"The generation rate is above avarage for upper-middle income countries. The Puerto Colombia PGIRS (2016), in the page 20, displays a generation rate for the urban population of Puerto colombia of 0,653 Kg/inhabitant/day. Can we confirm the provided generation rate of 1,69 kg/inhabitant/day uploading the report here in the platform? Kind regards, Roman",Text,q_1_comments
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,reliability_score_reliability_score,1.0,Score 0-1,q_1_reliability
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,average_msw_generation_rate_kg_per_capita_per_day,1.69,kg/cap/day,q_2
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,waste_composition_percentage_of_food_and_organic_waste_percent,6.58,%,q_3_1
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,waste_composition_percentage_of_paper_and_cardboard_percent,14.25,%,q_3_2
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,waste_composition_percentage_of_plastic_percent,6.74,%,q_3_3
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,waste_composition_percentage_of_glass_percent,2.19,%,q_3_4
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,waste_composition_percentage_of_metal_percent,3.38,%,q_3_5
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,waste_composition_percentage_of_other_waste_percent,66.86,%,q_3_6
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,source_methodology_source_methodology,Datos obtenidos Caracterización del PGIRS 2016.,Text,q_3_meta
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,reliability_score_reliability_score,1.0,Score 0-1,q_3_reliability
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_generated_food_and_organic_tonnes_per_day,3.13,t/d,q_4_1
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_generated_paper_and_cardboard_tonnes_per_day,8.25,t/d,q_4_2
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_generated_plastic_tonnes_per_day,5.98,t/d,q_4_3
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_generated_glass_tonnes_per_day,1.24,t/d,q_4_4
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_generated_metal_tonnes_per_day,3.0,t/d,q_4_5
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_generated_other_waste_tonnes_per_day,59.37,t/d,q_4_6
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,source_methodology_source_methodology,Datos obtenidos Caracterización del PGIRS 2016.,Text,q_4_meta
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,reliability_score_reliability_score,0.66,Score 0-1,q_4_reliability
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_collected_formally_treated_energy_recovery_food_and_organic_tonnes_per_day,0.0,t/d,q_5_1
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_collected_formally_treated_energy_recovery_paper_and_cardboard_tonnes_per_day,0.0,t/d,q_5_2
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_collected_formally_treated_energy_recovery_plastic_tonnes_per_day,0.0,t/d,q_5_3
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_collected_formally_treated_energy_recovery_glass_tonnes_per_day,0.0,t/d,q_5_4
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_collected_formally_treated_energy_recovery_metal_tonnes_per_day,0.0,t/d,q_5_5
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_collected_formally_treated_energy_recovery_other_waste_tonnes_per_day,0.0,t/d,q_5_6
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,source_methodology_source_methodology,"Actualmente, no existe una empresa en la región que realice la conversión de residuos sólidos urbanos (RSU) a energía de manera integral.",Text,q_5_meta
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,reliability_score_reliability_score,0.33,Score 0-1,q_5_reliability
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_collected_formally_treated_recycling_composting_food_and_organic_tonnes_per_day,2.7,t/d,q_6_1
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_collected_formally_treated_recycling_composting_paper_and_cardboard_tonnes_per_day,4.1,t/d,q_6_2
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_collected_formally_treated_recycling_composting_plastic_tonnes_per_day,0.2,t/d,q_6_3
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_collected_formally_treated_recycling_composting_glass_tonnes_per_day,0.49,t/d,q_6_4
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_collected_formally_treated_recycling_composting_metal_tonnes_per_day,0.0,t/d,q_6_5
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_collected_formally_treated_recycling_composting_other_waste_tonnes_per_day,0.0,t/d,q_6_6
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,source_methodology_source_methodology,"Los datos fueron obtenidos de las empresas formales encargadas de la recolección y clasificación de residuos en el territorio. Estas empresas gestionan el proceso de recuperación de residuos sólidos urbanos (RSU), diferenciando los materiales reciclables que pueden ser recuperados.",Text,q_6_meta
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,reliability_score_reliability_score,1.0,Score 0-1,q_6_reliability
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_collected_informally_treated_recycling_composting_food_and_organic_tonnes_per_day,0.01,t/d,q_7_1
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_collected_informally_treated_recycling_composting_paper_and_cardboard_tonnes_per_day,0.33,t/d,q_7_2
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_collected_informally_treated_recycling_composting_plastic_tonnes_per_day,0.0,t/d,q_7_3
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_collected_informally_treated_recycling_composting_glass_tonnes_per_day,0.21,t/d,q_7_4
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_collected_informally_treated_recycling_composting_metal_tonnes_per_day,0.0,t/d,q_7_5
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,amount_of_waste_collected_informally_treated_recycling_composting_other_waste_tonnes_per_day,0.0,t/d,q_7_6
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,source_methodology_source_methodology,"En la región no se identifica un sector informal dedicado a la clasificación de Residuos Sólidos Urbanos (RSU) para su recuperación. La recolección y tratamiento de los RSU es gestionada exclusivamente por una empresa formal, que se encarga de todo el proceso, desde la recolección hasta el tratamiento adecuado de los residuos.",Text,q_7_meta
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,reliability_score_reliability_score,0.66,Score 0-1,q_7_reliability
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,pct_of_waste_collected_by_the_formal_service_chain_incl_treatment_percent,0.0,%,q_8_1
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,pct_of_waste_collected_by_the_informal_service_chain_percent,0.0,%,q_8_2
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,source_methodology_source_methodology,"En la región no se identifica un sector informal dedicado a la clasificación de Residuos Sólidos Urbanos (RSU) para su recuperación. La recolección y tratamiento de los RSU es gestionada exclusivamente por una empresa formal (Triple A), que se encarga de todo el proceso, desde la recolección hasta el tratamiento adecuado de los residuos.",Text,q_8_meta
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,reliability_score_reliability_score,1.0,Score 0-1,q_8_reliability
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,waste_treatment_and_disposal_formally_managed_pct_recycled_composted,93,% of formally collected,q_9_1
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,source_methodology_source_methodology,Datos proporcionados por las empresas que operan en la gestión de residuos en la región,Text,q_9_meta
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,reliability_score_pct_recycled_composted_reliability_score,1.0,Score 0-1,q_9_1_reliability
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,waste_treatment_and_disposal_formally_managed_pct_thermal_treatment,0,% of formally collected,q_9_2
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,reliability_score_pct_thermal_treatment_reliability_score,1.0,Score 0-1,q_9_2_reliability
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,waste_treatment_and_disposal_formally_managed_pct_landfill,100,% of formally collected,q_9_3
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,reliability_score_pct_landfill_reliability_score,1.0,Score 0-1,q_9_3_reliability
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,waste_management_system_and_collection_service_user_interface_and_orientation_score_1_7,3.0,Score 1-7,q_10_1
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,waste_management_system_and_collection_service_service_providers_score_1_7,3.0,Score 1-7,q_10_2
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,waste_management_system_and_collection_service_hardware_and_equipment_score_1_7,4.0,Score 1-7,q_10_3
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,waste_management_system_and_collection_service_management_and_operation_score_1_7,4.0,Score 1-7,q_10_4
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,source_methodology_source_methodology,"Los datos se establecen en función de las observaciones realizadas en campo, considerando las características específicas de cada influenciador de fuga.",Text,q_10_meta
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,reliability_score_reliability_score,1.0,Score 0-1,q_10_reliability
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,financial_aspects_cost_coverage_score_1_7,3.0,Score 1-7,q_11_1
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,financial_aspects_budget_security_score_1_7,4.0,Score 1-7,q_11_2
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,source_methodology_source_methodology,"Los datos se establecen en función de las observaciones realizadas en campo, considerando las características específicas de cada influenciador de fuga",Text,q_11_meta
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,reliability_score_reliability_score,1.0,Score 0-1,q_11_reliability
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,aspects_of_citizen_involvement_user_satisfaction_score_1_7,1.0,Score 1-7,q_12_1
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,aspects_of_citizen_involvement_public_awareness_score_1_7,7.0,Score 1-7,q_12_2
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,source_methodology_source_methodology,"Los datos se establecen en función de las observaciones realizadas en campo, considerando las características específicas de cada influenciador de fuga",Text,q_12_meta
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,reliability_score_reliability_score,1.0,Score 0-1,q_12_reliability
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,aspects_of_inclusiveness_and_political_framework_integration_of_informal_sector_and_private_sector_s,1.0,Score 1-7,q_13_1
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,aspects_of_inclusiveness_and_political_framework_policy_making_and_planning_score_1_7,7.0,Score 1-7,q_13_2
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,source_methodology_source_methodology,"Los datos se establecen en función de las observaciones realizadas en campo, considerando las características específicas de cada influenciador de fuga",Text,q_13_meta
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,reliability_score_reliability_score,1.0,Score 0-1,q_13_reliability
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,policy_and_legal_aspects_legal_and_institutional_framework_score_1_7,4.0,Score 1-7,q_14_1
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,policy_and_legal_aspects_national_targets_and_objectives_score_1_7,4.0,Score 1-7,q_14_2
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,policy_and_legal_aspects_local_enforcement_score_1_7,4.0,Score 1-7,q_14_3
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,source_methodology_source_methodology,"Los datos se establecen en función de las observaciones realizadas en campo, considerando las características específicas de cada influenciador de fuga",Text,q_14_meta
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,reliability_score_reliability_score,1.0,Score 0-1,q_14_reliability
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,solid_waste_management_and_administration_institutional_capacity_and_responsibilities_score_1_7,7.0,Score 1-7,q_15_1
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,solid_waste_management_and_administration_financial_management_score_1_7,3.0,Score 1-7,q_15_2
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,solid_waste_management_and_administration_human_resources_score_1_7,4.0,Score 1-7,q_15_3
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,solid_waste_management_and_administration_monitoring_and_data_management_score_1_7,4.0,Score 1-7,q_15_4
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,solid_waste_management_and_administration_emergency_response_planning_score_1_7,4.0,Score 1-7,q_15_5
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,solid_waste_management_and_administration_stakeholder_consultation_score_1_7,4.0,Score 1-7,q_15_6
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,source_methodology_source_methodology,"Los datos se establecen en función de las observaciones realizadas en campo, considerando las características específicas de cada influenciador de fuga",Text,q_15_meta
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,reliability_score_reliability_score,1.0,Score 0-1,q_15_reliability
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,health_and_safety_aspects_worker_health_and_safety_score_1_7,4.0,Score 1-7,q_16_1
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,health_and_safety_aspects_public_health_and_safety_score_1_7,3.0,Score 1-7,q_16_2
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,source_methodology_source_methodology,"Los datos se establecen en función de las observaciones realizadas en campo, considerando las características específicas de cada influenciador de fuga",Text,q_16_meta
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,reliability_score_reliability_score,1.0,Score 0-1,q_16_reliability
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,environmental_aspects_air_and_odour_pollution_control_score_1_7,3.0,Score 1-7,q_17_1
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,environmental_aspects_water_and_soil_pollution_control_score_1_7,2.0,Score 1-7,q_17_2
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,environmental_aspects_noise_pollution_control_score_1_7,3.0,Score 1-7,q_17_3
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,environmental_aspects_visual_impact_control_score_1_7,3.0,Score 1-7,q_17_4
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,source_methodology_source_methodology,"Los datos se establecen en función de las observaciones realizadas en campo, considerando las características específicas de cada influenciador de fuga",Text,q_17_meta
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,reliability_score_reliability_score,1.0,Score 0-1,q_17_reliability
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,climate_change_and_resilience_waste_prevention_and_reduction_measures_score_1_7,3.0,Score 1-7,q_18_1
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,climate_change_and_resilience_ghg_emission_reduction_measures_score_1_7,2.0,Score 1-7,q_18_2
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,climate_change_and_resilience_resource_recovery_measures_score_1_7,2.0,Score 1-7,q_18_3
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,source_methodology_source_methodology,"Los datos se establecen en función de las observaciones realizadas en campo, considerando las características específicas de cada influenciador de fuga.",Text,q_18_meta
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,reliability_score_reliability_score,1.0,Score 0-1,q_18_reliability
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,extreme_weather_events_heavy_rainfall_flood_resilience_score_1_7,5.0,Score 1-7,q_19_1
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,extreme_weather_events_drought_resilience_score_1_7,7.0,Score 1-7,q_19_2
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,extreme_weather_events_high_wind_speed_resilience_score_1_7,7.0,Score 1-7,q_19_3
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,extreme_weather_events_heat_wave_resilience_score_1_7,7.0,Score 1-7,q_19_4
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,source_methodology_source_methodology,"Los datos se establecen en función de las observaciones realizadas en campo, considerando las características específicas de cada influenciador de fuga.",Text,q_19_meta
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,reliability_score_reliability_score,1.0,Score 0-1,q_19_reliability
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,chronic_climate_change_impacts_sea_level_rise_resilience_score_1_7,5.0,Score 1-7,q_20_1
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,chronic_climate_change_impacts_changes_in_precipitation_patterns_score_1_7,7.0,Score 1-7,q_20_2
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,chronic_climate_change_impacts_changes_in_temperature_patterns_score_1_7,7.0,Score 1-7,q_20_3
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,chronic_climate_change_impacts_water_scarcity_resilience_score_1_7,7.0,Score 1-7,q_20_4
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,source_methodology_source_methodology,"Los datos se establecen en función de las observaciones realizadas en campo, considerando las características específicas de cada influenciador de fuga",Text,q_20_meta
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,reliability_score_reliability_score,1.0,Score 0-1,q_20_reliability
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,circular_economy_waste_hierarchy_implementation_score_1_7,2.0,Score 1-7,q_21_1
Puerto Colombia 2024 : Go Circular,Evaluación,UNK,2024,circular_economy_circular_business_models_score_1_7,4.0,Score 1-7,q_21_2
